iterations,Return
0,2.841391548927765
400,-2.272094665901713
800,-2.548468365849395
1200,-0.758290492949188
1600,-0.6128777912777433
2000,-0.6260973210288046
2400,2.4408030935765996
2800,8.397236170225492
3200,6.2024185113596015
3600,8.81642903719712
4000,4.061048438699318
4400,3.3312778583931415
4800,5.572678589800518
5200,5.861186799310362
5600,3.6919624080022553
6000,1.5345861065639852
6400,10.440875125506206
6800,2.1373790641763555
7200,5.1423453828976085
7600,8.419186919808698
8000,10.669288318127315
8400,3.6225746936958707
8800,5.003021505897971
9200,13.14575932161036
9600,9.246266524766186
10000,7.038450399823604
10400,5.646069181355948
10800,7.235729577046894
11200,8.355336557099168
11600,6.877079639182263
12000,10.631095006147103
12400,8.160649546351179
12800,9.070955277622819
13200,10.87669084759744
13600,12.086677693276922
14000,4.221734542016344
14400,8.152680187892562
14800,13.276747344507271
15200,2.3063265614269395
15600,6.207566516936148
16000,11.123027934485636
16400,9.13699597303182
16800,8.535475497133374
17200,13.025745489069838
17600,6.132357982118698
18000,13.700966550192527
18400,6.541101640911887
18800,6.947819154017422
19200,11.762318229986601
19600,4.220769763619069
20000,7.118926668499574
20400,16.330295540664668
20800,11.774071692386862
21200,9.23050191108986
21600,7.933051907148811
22000,4.866261035013304
22400,6.698040950225232
22800,9.28046174373809
23200,5.7786854185879335
23600,5.599238197003616
24000,16.220894782148154
24400,8.194801301360382
24800,11.030926366332764
25200,7.062459092683308
25600,10.450133886112722
26000,9.672089487871283
26400,2.9773440558888327
26800,7.005849765509911
27200,5.3202203370870675
27600,8.60350067415232
28000,7.538239459327959
28400,3.2871127224821235
28800,3.4148108062877554
29200,2.3932555887421953
29600,9.652407060399323
30000,8.2261610839607
30400,9.792724342553813
30800,3.6986116389480475
31200,8.733817371531954
31600,5.340034851959188
32000,9.22292633283156
32400,11.056587965109077
32800,7.251699722551462
33200,9.230126126396856
33600,1.9542071587975691
34000,10.978184844024398
34400,7.404870999644508
34800,1.6548710477703745
35200,4.740163835339359
35600,4.824367660360158
36000,7.731752816673234
36400,3.1078299393574835
36800,1.1165250790573364
37200,11.664926569740505
37600,9.777437592280911
38000,9.12802242762399
38400,6.95806708381455
38800,4.697298312093892
39200,14.174789480334649
39600,5.6202663377412545
40000,3.093716043529334
40400,8.416485217613218
40800,7.853713890427427
41200,4.826749947160299
41600,7.876009959624894
42000,11.34708980548076
42400,6.653675428527901
42800,4.48625871878267
43200,8.971238156399199
43600,5.935457729932441
44000,8.51487659260156
44400,11.881124822025688
44800,4.865532192405101
45200,9.094804157317952
45600,11.28529194204772
46000,2.6758308428329736
46400,11.520618335007722
46800,12.28961440323143
47200,10.958275953886782
47600,9.730379571869301
48000,4.68947484255089
48400,5.12173302302272
48800,7.084421660072418
49200,9.554352957692616
49600,9.010187832953488
50000,5.076982047591622
50400,8.756059341426427
50800,9.879012957438873
51200,5.292427302498849
51600,7.945645641842189
52000,8.577875388088046
52400,7.375253796048735
52800,2.204861968363017
53200,3.237376676788992
53600,3.6955868134110323
54000,7.097267355921898
54400,8.329098578083217
54800,11.889032995411947
55200,11.35503137538546
55600,9.557857646193924
56000,8.346999756035832
56400,13.458447961501818
56800,6.111611678329746
57200,8.848379413893335
57600,5.849069174604452
58000,11.002982664209878
58400,11.120198896147311
58800,10.022358275602114
59200,7.278557710427508
59600,9.548518702182074
60000,8.556677228011349
60400,13.47112040995271
60800,7.452572949136717
61200,8.133030833419435
61600,9.699874787164322
62000,7.193843047265037
62400,4.1649201568766765
62800,7.4748933113834575
63200,7.77135272190708
63600,7.248933726146184
64000,12.603703552881628
64400,6.490237340962146
64800,18.156582736811746
65200,8.462241554194943
65600,5.135934590103932
66000,4.185408505678092
66400,7.250787779853081
66800,6.8127249301958805
67200,5.8378908023362035
67600,8.031503864648053
68000,10.731790440805963
68400,8.841718316188889
68800,13.729239863491
69200,4.478346058616957
69600,14.691767259485783
70000,9.349135559552115
70400,4.3411130956404875
70800,18.790718251624877
71200,9.279479589445273
71600,13.700392909196626
72000,17.881737174482073
72400,13.459109353796688
72800,15.115585106466813
73200,8.57242414998375
73600,7.280683600009971
74000,12.717624979178046
74400,11.493658882927154
74800,7.887965648812579
75200,12.289571864991899
75600,8.509654729257798
76000,7.451106654662443
76400,4.709944167541411
76800,4.513402948040283
77200,9.648048362949197
77600,9.736648979285063
78000,10.432852116490832
78400,11.999253105966817
78800,8.73656553382903
79200,12.482861223430245
79600,12.035398991376658
80000,18.241020582290794
80400,15.766703420183873
80800,15.690781926262055
81200,9.68488418540228
81600,11.886537783762677
82000,12.3110253242162
82400,12.275220534978054
82800,10.452501419932046
83200,14.673133350272218
83600,12.318024286693069
84000,12.248134047001177
84400,8.069341146438399
84800,12.701491413230661
85200,5.597773032308266
85600,10.260846259624373
86000,13.69434460550993
86400,4.82909896909158
86800,13.901954075022207
87200,12.245888495614178
87600,15.038550515850192
88000,9.172573246991174
88400,10.705258968657356
88800,10.07620819854749
89200,10.964648121302783
89600,14.846441379551921
90000,11.092511523417446
90400,6.852181789896976
90800,9.74528594792389
91200,10.498472830709323
91600,10.476068004144974
92000,3.005514747661349
92400,8.071997951123596
92800,10.519382821769756
93200,5.906889933916582
93600,9.994621906986945
94000,7.013015540501919
94400,8.02773401304235
94800,7.70879766741229
95200,16.31520722322381
95600,14.709212608486496
96000,13.498060174786445
96400,11.917909929833375
96800,9.521952152401882
97200,7.912447767524177
97600,5.615343109092876
98000,13.423602122330355
98400,11.24584217107936
98800,13.13541399249623
99200,12.574549284787505
99600,12.171507529691048
100000,7.980476227838993
